0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0,4,2,0,4,0,0,0,0,0,1,0,0,0,231,21,0,231,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,1,0,-1,-1,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,4,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,0,4,0,-10,-10,0,0,0,0,6,0,0,0,231,21,0,231,0,0,21,6,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,21,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0,2,4,1,-2,0,0,0,0,0,2,0,-325,0,0,25,0,-325,-3,0,0,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,2,2,1,2,0,0,0,0,0,0,0,-36,0,0,8,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,2,1,-2,0,0,0,0,0,0,0,-120,0,0,15,0,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,0,4,5,1,-2,0,0,0,0,0,2,0,-210,0,0,20,0,-210,-3,0,0,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,36,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,5,3,1,5,0,0,0,0,0,2,0,0,0,91,13,0,91,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7,0,0,3,1,-7,0,0,0,0,0,0,0,-136,0,0,16,0,-136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,3,1,3,0,0,0,0,0,0,0,-45,0,0,9,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,0,0,2,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,5,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,1,1,-1,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,4,3,1,4,0,0,0,0,0,1,0,0,0,78,12,0,78,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,1,1,-1,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-3,0,2,5,1,-1,0,0,0,0,0,1,0,0,0,91,13,0,91,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,2,1,2,0,0,0,0,0,2,0,0,0,78,12,0,78,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-2,0,0,1,1,-2,-1,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,36,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,2,1,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,6,2,1,6,0,0,0,0,0,1,0,0,0,272,32,0,272,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,2,1,2,0,0,0,0,0,4,0,0,0,210,20,0,210,0,0,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,66,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7,0,3,7,1,-4,-6,0,0,-4,0,3,0,0,0,380,38,0,380,0,0,12,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,105,14,0,105,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
-3,0,0,2,1,-3,-1,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,3,4,1,2,-1,0,0,-1,0,1,0,-496,0,0,31,0,-496,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,3,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,3,3,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,4,1,4,0,0,0,0,0,1,0,0,0,153,17,0,153,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-11,0,2,5,1,-9,-1,0,0,-1,0,1,0,-1404,0,0,104,0,-1404,-4,0,0,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,1,0
-6,0,0,3,1,-6,0,0,0,0,0,0,0,-120,0,0,15,0,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,3,1,5,0,0,0,0,0,1,0,0,0,136,16,0,136,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,1,1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,55,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-8,0,4,6,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,0,0,0,0,0,1,0,0,0,210,20,0,210,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,4,1,6,0,0,0,0,0,2,0,0,0,210,20,0,210,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,0,1,1,-1,0,0,0,0,0,0,0,-276,0,0,23,0,-276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,2,3,1,1,0,0,0,0,0,0,0,-231,0,0,21,0,-231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-4,0,0,3,1,-4,-1,0,0,-1,0,1,0,-231,0,0,21,0,-231,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,0,2,1,-2,0,0,0,0,0,1,0,-231,0,0,21,0,-231,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,3,5,1,1,0,0,0,0,0,0,0,0,0,15,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,0,0,2,1,-3,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-3,0,1,3,1,-2,0,0,0,0,0,0,0,-105,0,0,14,0,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,6,3,1,6,0,0,0,0,0,0,0,0,0,171,18,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0,3,4,1,-1,0,0,0,0,0,0,0,0,0,55,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,2,1,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,48,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
-1,0,2,2,1,1,-1,0,0,-1,0,2,0,0,0,120,15,0,120,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,4,3,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,0,1,1,-1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,4,4,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,1,2,1,-1,-2,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
-2,0,4,4,1,2,-2,0,4,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
-1,0,3,4,1,2,-1,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,4,4,1,4,0,0,0,0,1,1,0,0,0,190,19,0,190,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-5,0,0,3,1,-5,-5,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
-3,0,0,2,1,-3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-3,0,0,2,1,-3,-1,0,0,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,2,3,1,1,-1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,210,20,0,210,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,2,1,2,0,0,0,0,1,1,0,0,0,300,24,0,300,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-6,0,3,6,1,-3,0,0,0,0,1,0,0,-506,0,0,44,0,-506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,3,1,5,0,0,0,0,1,0,0,0,0,66,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0,0,3,1,-4,-1,0,0,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,4,3,1,4,0,0,0,0,1,3,0,0,0,231,21,0,231,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0
-3,0,0,2,1,-3,-1,0,0,-1,1,1,0,-506,0,0,44,0,-506,-2,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,3,1,6,0,0,0,0,1,2,0,0,0,132,22,0,132,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,2,4,1,0,0,0,0,0,1,0,0,0,0,351,26,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,0,0,0,0,1,1,0,0,0,120,15,0,120,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,3,3,1,2,0,0,0,0,1,1,0,0,0,462,42,0,462,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,3,5,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,2,3,1,1,-1,0,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,6,6,1,4,0,0,2,0,1,4,0,-171,0,0,18,0,-171,-10,0,0,4,0,-10,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,3,3,1,3,0,0,0,0,1,0,0,0,0,55,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,7,1,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,2,2,1,2,0,0,0,0,1,0,0,0,0,45,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0,4,4,1,0,-1,0,0,-1,1,2,0,-210,0,0,20,0,-210,-3,0,0,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0
-3,0,0,3,1,-3,0,0,0,0,1,1,0,-210,0,0,20,0,-210,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-9,0,0,4,1,-9,-4,0,0,-4,1,1,0,-90,0,0,18,0,-90,-2,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,0,2,1,-2,0,0,0,0,1,0,0,-42,0,0,12,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,0,2,4,1,-1,-1,0,0,-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
-3,0,0,3,1,-3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,3,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,-276,0,0,23,0,-276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
-2,0,0,2,1,-2,0,0,0,0,1,1,0,-45,0,0,9,0,-45,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,0,1,1,-2,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,6,3,1,5,-1,0,2,-1,1,2,0,0,0,253,22,0,253,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,4,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,1,2,1,0,-1,0,0,0,1,2,0,0,0,300,24,0,300,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,6,3,1,6,0,0,3,0,1,2,0,0,0,702,52,0,702,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,4,4,1,4,0,0,0,0,1,1,0,-28,0,0,7,0,-28,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
-3,0,7,6,1,4,0,0,0,0,1,1,0,0,0,506,44,0,506,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,0,3,5,1,0,-1,0,0,-1,1,2,0,0,0,171,18,0,171,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-3,0,2,4,1,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-2,0,2,3,1,0,0,0,0,0,1,3,0,0,0,190,19,0,190,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,0,0,0,0,1,0,0,0,0,66,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0,2,5,1,-2,-1,0,0,0,1,2,0,0,0,136,16,0,136,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
-6,0,2,4,1,-4,0,0,0,0,1,1,0,-420,0,0,40,0,-420,-2,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,2,3,1,0,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-3,0,0,3,1,-3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,3,1,6,0,0,3,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,0,1,1,-1,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
-7,0,0,3,1,-7,-2,0,0,-2,1,2,0,-325,0,0,25,0,-325,-3,0,0,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0
-1,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
